text	label
CC(CSC(F)(F)F)C(=O)N(C)c1sc([nH+]c1Cl)c2cccnc2	1
O=C1N(CCc2nn(cc12)c3cccnc3)c4ncccn4	1
CCN(C(=O)C(C)SCCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	1
CCN(C(=O)C1CCN(CC1)C(=O)OC(C)(C)C)c2cn(nc2Cl)c3cccnc3	0
CSCC(C)C(=O)N(C1CC1)c2c[nH+]c(s2)c3cccnc3	0
Clc1nn(cc1NCC=C)c2cccnc2	0
COc1cc(CC(\N=C(/SC)\N(C)C)c2cccc(C)c2C)cc(OC)c1	0
CSCn1ccc(n1)c2cn(nc2C)c3cccnc3	1
CSCCC(=O)N(C)c1sc([nH+]c1Cl)c2cncc(F)c2	0
Fc1cc(ccc1COc2nc[nH+]cc2N3CCOCC3)C(F)(F)F	0
CC(C)n1ncc(c1C)c2nccn2c3cccnc3	1
CC(C)SCCC(=O)N(C)c1cn(nc1Cl)c2cccnc2	0
CCO[C@@H]1[C@@H](OC)[C@H](C)O[C@@H](O[C@H]2C[C@H]3[C@@H]4C=C5[C@@H](CC(=O)O[C@@H](CC)CCC[C@H](O[C@H]6CC[C@@H]([C@@H](C)O6)[NH+](C)CC)[C@@H](C)C5=O)[C@@H]4C=C(C)[C@@H]3C2)[C@@H]1OC	0
Cc1cc(C)c(C2=C([O-])C3(CCCCC3)NC2=O)c(C)c1	1
CSc1cnccc1C2CC(=NO2)c3ccc(cn3)C(F)(F)F	0
[O-][N+](=O)N=S1(=O)CCCC1c2ccc(Cl)nc2	0
CSCC(C)(C)C(=O)Nc1sc([nH+]c1C(F)(F)F)c2cccnc2	0
CSCCC(=O)N(C)c1sc([nH+]c1SC)c2cncc(F)c2	0
CCN(C(=O)CCS(=O)CC1CC1(F)F)c2cn(nc2Cl)c3ccc[n+]([O-])c3	1
CCSc1cnccc1c2nc3cc(ncc3s2)C(F)(F)F	0
CCc1cc(ccc1\C=N\N=C\2/SCCCN2c3ccccc3C(C)C)c4ccn(n4)c5ccc(OCC(F)(F)F)cc5	0
CCC(CS(=O)(=O)C)C(=O)N(CC)c1sc(nc1Cl)c2cccnc2	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=NC(=S)OC2CC2)C	0
CCN(C(=O)C(Cl)CC(F)(F)F)c1cn(nc1Cl)c2cccnc2	0
CC(C#C)N(C(=O)[CH-]S(=O)(=O)C)c1cn(nc1Cl)c2cccnc2	1
CN(C(=O)[C@H](N)CS(=O)(=O)C)c1c[nH+]c(s1)c2cccnc2	0
CS(=O)(=NC#N)CC(c1ccc(Cl)nc1)c2ccc(Cl)nc2	0
FC(F)(F)C(F)(F)c1ccc2nc(cn2c1)c3ccncc3Cl	0
FC(F)(F)c1cnc2sc(nc2c1)c3cccnc3	0
Cc1[nH+]c(sc1NC(=O)C2CCSC2)c3cncc(F)c3	0
CCN(C(=O)C(C)SCC#C)c1cn(nc1Cl)c2cccnc2	0
CCCN(CC(C)(C)O)c1cc(CC)nc([nH+]1)c2ccncc2	0
CCN(C(=O)CCS(=O)CCCOC(=O)C)c1cn(nc1Cl)c2cccnc2	0
CCN(C(=O)c1sc(C)nc1C(F)(F)F)c2sc(nc2Cl)c3cccnc3	1
CCc1[nH+]c(sc1N(C)C(=O)C(C)CSC)c2cccnc2	0
CC(CS(=O)(=O)C)C(=O)N(CC(F)F)c1sc(nc1Cl)c2cccnc2	0
FC(F)(F)c1ccccc1CC[NH+]2CCN(Cc3ccccc3Cl)CC2	0
CCN(C(=O)CSC(=S)OC(C)C)c1cn(nc1Cl)c2cccnc2	0
Fc1ccc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4ccc(F)c(c4)C(F)(F)F)C3(Cl)Cl)ccc2Cl)c(F)c1NC(=O)COCC(F)(F)F	0
C(Sc1ncnc2[nH]cnc12)c3ccccc3	0
CCN(C(=O)C(C)CS(=O)(=O)C)c1sc(nc1Cl)c2ccc[n+]([O-])c2	1
Clc1ccc(cc1)c2cc(Cl)nc(Cl)n2	0
CCC\C(=N/NC=O)\c1ccc(Br)cc1	0
FC(F)(F)c1cccc(CN2CCN(C2=O)c3cn(nc3Cl)c4cccnc4)n1	0
CN(C)C(=O)OC1=CC(=O)OC2=C1CCCC2	0
CC(C(=O)N(CC1CC1)c2cn(nc2Br)c3cncc(F)c3)S(=O)C	1
CCNc1nc(NCC)nc(n1)N(CC=C)C#N	0
Fc1ccc(cc1F)C2OCCC2NC3CCCSC3	0
CCCC(C)C(=O)N1CCCC(C1)C(=O)N(C)c2sc([nH+]c2C)c3cncc(F)c3	0
CCN(C(=O)CCS(=O)(=NC#N)C)c1cn(nc1Cl)c2cccnc2	1
Fc1ccc(cc1Cl)[C@H]2[C@H](C(=O)Nc3ccc(Cl)c(c3)C(=O)NC4(CC4)C#N)C2(F)F	0
Cc1nn(cc1n2nccc2c3ccccn3)c4cccnc4	0
CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cn(c3ccccc23)[C@@]45C[C@H](NC1=O)C(=O)N6[C@@H](Cc7ccccc7)C(=O)N([C@H]46)c8ccccc58	0
COc1cc(CC(NC(=S)NCCO)c2cccc(C)c2C)cc(OC)c1	1
CSCCC(=O)N(C)c1cn(nc1C)c2cncc(F)c2	0
CC(CS(=O)C)C(=O)N(C)c1sc([nH+]c1C)c2cncc(F)c2	1
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=Nc2nnc(s2)C(F)(F)F)C	0
C\C(=C/c1ccccc1)\CN2CCN(CC2)c3ccccc3F	0
COc1nc(nn1c2ccc(cc2)C(F)(F)F)c3ccc(\C=N\NC(=S)[NH2+]c4ccccc4C(C)C)cc3	0
CS\C(=N/C(Cc1cc(C)cc(C)c1)c2cccc(C)c2C)\N3CCOC3=O	0
Cc1cccc(OCC(=O)NCCNC(=O)c2ccc(Cl)cc2)c1C	0
FC(F)(F)c1ccc(nc1)n2ncc(C(=O)NCC=C)c2C(F)(F)F	0
CCSc1cnccc1C(=O)N(C)c2ccc(cn2)C(F)(F)F	0
CCN(C(=O)C1(CSC)CC1)c2cn(nc2Cl)c3cccnc3	0
CSCC(C)C(=O)Nc1cn(nc1Cl)c2cncc(Br)c2	0
CCN(C(=O)C1CCCN(C1)C(=O)CCC#N)c2cn(nc2Cl)c3cccnc3	0
FC1(F)C[C@H]1CNC(=O)c2ccc3nn(C4C[NH+]=CC=C4)c(Cl)c3c2	0
CSCC(C)C(=O)Nc1cc([nH+]cc1C)c2cccnc2	0
Fc1ccc(cc1)C#CC2(CCCC2)[NH+]3CCCC3	0
CCN(C(=O)CCSCC(F)(F)F)c1sc(nc1Cl)c2cccnc2	0
CCC(=O)Oc1ccc2c(C[C@@H]3C=C(C)C[C@@]2([NH3+])/C/3=C/C)n1	0
CN(C)N1\C(=N\C(=S)N(C)C)\SS/C/1=N\S(=O)(=O)c2ccccc2	0
Clc1cncc(OCC2CCCC[NH2+]2)c1	0
Cc1nn(cc1c2ccc(cn2)C(F)(F)F)c3cccnc3	0
CS(=O)(=O)CCC(=O)Nc1sc(nc1Cl)c2cncc(F)c2	0
Fc1ccc(Cl)cc1CNC(=S)N2CCOC2=O	0
CSCC(C)C(=O)N(C)c1sc([nH+]c1Br)c2cncc(F)c2	1
CNc1cccc(c1)c2cccnc2	0
CSCCOc1nnc(cc1C)c2ccccc2	0
CC(NC(=S)N1CCOC1=O)c2cc(F)cc(F)c2	0
CCCc1oc(C[NH2+]CCN2CCN(CC2)c3cc(Cl)cc(Cl)c3)c(n1)c4ccccc4Cl	0
FC(F)(F)COC(=O)Nc1nonc1c2ccc(Cl)cc2	0
CC(C)C(C)n1nnc(C(=O)Nc2ccnnc2)c1C	0
FC(F)(F)c1cc2nc(sc2cn1)c3ccncc3Cl	0
CC(C(=O)N(C)c1cn(nc1C)c2cccnc2)c3ccc(Cl)cc3	0
C1C\C(=N/Nc2ccccc2)\c3cn(nc3C1)c4cccnc4	0
CN(CCSCCC(F)(F)F)C(=O)c1cn(nc1C)c2cccnc2	0
CC[NH2+]\C(=C/[N+](=O)[O-])\C(C)c1ccc(Cl)nc1	0
FC(F)(F)c1onc(c1)c2ccc(Oc3cncc(Cl)n3)cc2	0
CS(=O)(=Nc1nn[nH]n1)Cc2ccc(Cl)nc2	0
O=C(Nc1cccnc1)N2CCN(CC2)c3ncccn3	0
FC(F)(F)c1cccc2C(CCc12)NC(=S)N3CCOC3=O	0
CCC(CC(=O)N(C)c1cn(nc1Cl)c2cccnc2)SC	1
COc1cc(ncn1)c2cn(nc2C)c3cccnc3	0
CC(C)C1NC(=O)CC2CCCCSSCC(NC(=O)C(NC1=O)C(C)C)C(=O)NC(C(C)O)C(=O)O2	0
CCN(C(=O)CSc1ccccc1)c2cn(nc2Cl)c3cccnc3	1
Cn1ccc(\C=N\N=C\c2cccc(c2)C(F)(F)F)n1	0
CSc1cncc(F)c1C2CC(=NO2)c3ccc(OC(F)(F)F)c(Br)c3	0
Cc1nn(cc1N(CC#C)C(=O)CCSCCC(F)(F)F)c2cccnc2	1
FC(F)(F)CCSCCC(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3	1
[O-]C(=O)CCc1nc2nc(cc(n2n1)C(F)(F)F)C3CC3	0
CCN(C(=O)CCSC)c1cn(nc1Cl)c2ccc[n+]([O-])c2	0
CN(C(=O)CCS(=O)C)c1sc([nH+]c1C)c2cccnc2	0
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(F)cc3	1
CCCN(C(=O)CSC)c1cn(nc1Cl)c2cccnc2	1
Cc1ccccc1CSc2nccs2	0
CCN(C(=O)CC#N)c1cn(nc1Cl)c2cccnc2	0
CNC(=S)N\N=C\c1cncnc1	0
COc1ccc(\C=N\N=C\c2cccc(C)c2)cc1	0
CN(C)S(=O)(=O)c1cccc(C)c1C#N	0
CCN(C(=O)Cc1sc2ccc(Cl)cc2c1C)c3cn(nc3Cl)c4cccnc4	0
CN(C(=O)C1CC1)c2cc(nc[nH+]2)c3cncc(F)c3	0
Fc1ccc2B(OCc2c1)\C=C\c3ccccc3	0
Cc1ccnc(c1)c2cn(nc2C)c3cccnc3	1
CN(Cc1ccccc1Cl)C(=O)c2cnccc2C(F)(F)F	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=Nc2nc(cs2)C(F)(F)F)C	0
FC(F)(F)c1ccc(cc1)N2CCc3nn(cc3C2)c4cccnc4	0
CNc1ccc(NC(=O)c2cc(NC(=O)[C@@H]3[C@@H](c4cc(Cl)cc(Cl)c4)C3(Cl)Cl)ccc2Cl)c(F)c1	0
CCN1CCN(C1=O)c2sc([nH+]c2C)c3cncc(F)c3	0
CCN(C(=O)CC1CCC[NH+]1C)c2cn(nc2Cl)c3cccnc3	0
FC(=CCCOc1ccc(Oc2ccccc2)cc1)F	0
FC(F)(F)c1cccc(n1)n2cnc(c2)c3cncnc3	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=NC(=O)C(F)(F)F)C	0
CCN(C(=O)CCC(F)(C(F)(F)F)C(F)(F)F)c1cn(nc1C)c2cccnc2	0
Clc1ccccc1Cc2c[nH]c[nH+]2	0
CCN(C(=O)c1ncc(cn1)c2ccccn2)c3cn(nc3Cl)c4cccnc4	0
Clc1nnc(NC(=O)c2ccccn2)s1	0
CS(=O)c1cncc(F)c1C2OC(O)c3cc(ccc23)C(F)(F)C(F)(F)F	0
CSC(C)C(=O)N(CC1CC1)c2cn(nc2Cl)c3cncc(F)c3	1
CN(C)\N=C/1\CCCc2nc(sc12)c3cccnc3	0
[O-][N+](=O)c1ccccc1\C=C\CN2CCN(CC2)c3ccccc3	0
CCN(C(=O)Cc1cncnc1)c2cn(nc2Cl)c3cccnc3	0
CO\N=C(/C=C/c1cccc(n1)C(F)(F)F)\c2cccnc2	0
Cn1c(Cl)c(Cl)nc1c2cccnc2	0
O=C(NCc1cnn(c1)c2cccnc2)c3ncccn3	0
CO[C@H]1[C@H](C)O[C@@H](O\N=C\c2ccc(cc2)C3=NN(CC3)c4ccccc4)[C@H](OC)[C@@H]1OC	0
Cc1cc(NC(=S)c2ccc(Cl)cc2)[nH]n1	0
CCN(C(=O)C1CCN(C)C(=O)C1)c2cn(nc2Cl)c3cccnc3	0
CC(CSCC=C)C(=O)N(C)c1sc([nH+]c1Cl)c2cccnc2	0
CN([C@H]1[C@H](O)C[C@@H]2C[C@@H](OC[C@@]12O)c3ccccc3)S(=O)(=O)c4ccccc4	0
CCN(C(=O)CCSCCOc1ccccc1)c2cn(nc2Cl)c3cccnc3	0
CCN(C(=S)NCCOC)c1sc(nc1Cl)c2cccnc2	0
CCCNC(=O)N(CC)c1sc(nc1Br)c2cccnc2	0
CC(C)C(=O)N1CCCC(C1)C(=O)N(C)c2sc([nH+]c2Cl)c3cccnc3	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=Nc2ncc(C#N)s2)C	0
FC(F)(F)c1ccc(Oc2ccc(cc2)c3n[nH]c(n3)C(F)(F)F)nc1	0
Cc1cccc(\C=N\N=C\c2cnn(C)c2)c1	0
CCOC(=O)[C@@H]1CC1\C=N\N(C)c2ccc(nn2)c3cccnc3	0
CCCCCSc1ncc(C(=O)N(C)c2cccnc2)n1C	1
FC(F)(F)c1cccc(NC(=O)c2cccnc2)n1	0
CCOC(=O)N\N=C(/C)\c1ccc(C)cc1	0
CCN(C(=O)C(C)CS(=O)C(C)C)c1cn(nc1Cl)c2cccnc2	1
CSCC(C)C(=O)N(C)c1sc([nH+]c1c2ccccc2)c3cccnc3	0
Fc1ccc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4ccc(F)c(c4)C(F)(F)F)C3(Cl)Cl)ccc2Cl)c(F)c1NC(=O)CC=C	0
COCC(C)OC(=O)N(C)c1sc([nH+]c1C)c2cccnc2	0
CN(Cc1ccc(Cl)nc1)c2nn[nH]n2	0
Cc1cc(C)cc(CC(NC(=S)N2CCSC2=O)c3cccs3)c1	0
CCOC(=O)c1cn(nc1C)c2cccnc2	0
COc1cc(CCNc2ncnc3c(F)ccc(F)c23)ccc1Oc4cc(ccn4)C(C)(F)F	0
CSCCC(=O)N(CC#C)c1sc(nc1Cl)c2cccnc2	1
CSCOC(=O)N(C)c1nnc(s1)c2cccnc2	0
CO\N=C\CN1CCc2nn(cc2C1=O)c3cccnc3	0
CCN(CC)c1ccc(cc1)c2csc(n2)c3cnccc3C(F)(F)F	0
Fc1cnc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4cc(Cl)cc(Cl)c4)C3(Cl)Cl)ccc2Cl)c(F)c1	1
CCN(C(=O)OCCS(=O)(=O)C)c1sc(nc1Cl)c2cccnc2	0
FC(F)(F)c1cccc(n1)c2sc(nc2Cl)n3ccnc3	0
CCN(C(=O)CCS(=O)CCC[NH3+])c1cn(nc1Cl)c2cccnc2	0
CNc1nnc(s1)c2ccccc2	0
FC(F)(F)c1cccc(n1)c2cnc(s2)c3cccnc3	1
CS\C(=N/C(Cc1cc(C)cc(C)c1)c2cccc(Cl)c2Cl)\NCC3CC3	0
CCNC(=O)c1c(F)ccc(NC(=O)[C@H]2[C@H](c3ccc(F)c(Cl)c3)C2(Cl)Cl)c1F	1
[O-][n+]1cccc(c1)n2cc(N(CC#C)C(=O)CCS(=O)(=O)CCC(F)(F)F)c(Cl)n2	1
Cc1c(cnn1CC2CC2)c3onc(c3)c4cccnc4	0
COC(c1cccc(OC(F)(F)F)c1)c2c(Cl)nccc2SC	0
CSc1cncc(Cl)c1C(=O)c2ccc(cc2)C(F)(F)F	0
Cc1cccc(OCC2=[NH+]CCN2C(=O)Nc3cccc(Cl)c3)c1C	0
CSCC(C)(C)C(=O)OCC(C)(C)C(=O)N(C)c1nnc(s1)c2cncc(F)c2	0
Clc1nn(cc1N(CC#C)C(=O)C2CCCS2)c3cccnc3	1
CNc1nnc(s1)c2ccncc2	0
CN(C(=O)Cc1onc(C)c1)c2nnc(s2)c3cccnc3	0
Clc1ccc(NC(=O)c2cccnc2)nc1	0
CC(CC(=O)N(C)c1cn(nc1Cl)c2cccnc2)C(F)(F)F	0
COc1ccnc(C(=O)N[C@H]2CCC[C@H](OCC(C)C)[C@@H](OCCCc3ccccc3)[C@H](C)OC2=O)c1OC(=O)C	0
Fc1cnc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4cc(Cl)cc(Cl)c4)C3(Cl)Cl)cc(F)c2Cl)c(F)c1	1
CCN(C(=O)C1CN(C1)C(=O)C)c2cn(nc2Cl)c3cccnc3	0
Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C	0
CSCCC(=O)N(C)c1cn(nc1Br)c2cccnc2	0
O=C(Nc1ccn(Cc2cccnc2)n1)c3cccnc3	0
CN(N)C(=S)NC(Cc1cc(C)cc(C)c1)c2cccc(Cl)c2Cl	0
C1CN(CCS1)c2ccc(nn2)c3cccnc3	0
CCOc1c(F)c(ccc1C#N)B(O)O	0
FC(F)(F)c1c[nH]c(n1)c2ccc(Cl)nc2	0
CO[C@H]1[C@H](C)O[C@@H](OC(=O)Nc2ccc(cc2)c3ncn(n3)c4ccc(OC(F)(F)F)cc4)[C@H](OC)[C@@H]1OCC=C	0
COC(=O)COCc1oc2cc(Cl)cnc2c1	0
CCN(C(=O)CCSCCC(F)(F)F)c1cn(nc1Br)c2cccnc2	1
CCN(c1cccc(SC)n1)c2cn(nc2Cl)c3cccnc3	0
CNc1cc(Cl)nc(c1)c2cccnc2	0
Clc1ccc(CN2CCC[NH+]=C2Nc3nn[nH]n3)cn1	0
CN(C)c1nnc(s1)c2cccnc2	0
CN(C(=O)\C=C\C(F)(F)F)c1sc(nc1Cl)c2cccnc2	0
CS\C(=N/C(Cc1cc(C)cc(C)c1)c2cccc(F)c2C)\N3CCOC3=O	0
CSc1cncc(F)c1C2OC(OC(C)C)c3cc(OC(F)(F)F)ccc23	0
Cc1ccc(\C=N\N=C\c2cccc(C)c2)nc1	0
Cc1nc(N=S(=O)(C)Cc2ccc(Cl)nc2)sc1C	0
CC(F)(F)C(\C=C\c1ccc(C(=O)N[C@@H]2CON(CC(F)(F)F)C2=O)c(c1)C(F)(F)F)c3cc(Cl)c(Cl)c(Cl)c3	0
COC(=O)N(C(=O)C(C)SC)c1cn(nc1Cl)c2cccnc2	1
FC(F)(F)Oc1cccc(c1)c2onc(n2)c3cccnc3	0
CCN(C(=O)C(C)SCCC1CC1(F)F)c2cn(nc2Cl)c3cccnc3	0
CSCCC(=O)Nc1cn(nc1C)c2cncc(F)c2	0
CCN(C(=O)C(C(F)(F)F)C(F)(F)F)c1sc(nc1Cl)c2cccnc2	0
FC(F)(F)Oc1ccc(cc1)n2cnc(n2)c3ccc(\C=N\OC4CCCCO4)cc3	0
CSCCC(=O)Nc1cc(nn1C)c2cccnc2	0
CC(C)C(=O)N(C)c1nc[nH+]c(c1C)c2cccnc2	0
CN(C(=O)CCS(=O)C)c1sc([nH+]c1Cl)c2cncc(Cl)c2	0
CN(C(=O)C1CC1)c2cn(nc2Cl)c3cccnc3	1
CCN(C(=O)CCN(C)C(=O)C)c1sc(nc1Cl)c2cccnc2	0
CN1CC(OC1=O)c2cccc(O)c2	0
CCOC(=O)c1ccc(nc1)n2ccc(n2)C(F)(F)F	0
CCNC(=O)N(CC)c1cn(nc1C)c2cncc(F)c2	0
CS(=O)(=O)c1cncc(Cl)c1C2OCc3cc(OC(F)(F)F)ccc23	0
FC(F)(F)CCSCCC(=O)N(CC#C)c1sc(nc1Cl)c2cnccn2	0
FC(F)(F)C(F)(F)c1ccc2nc(cn2c1)c3cccnc3	0
C1CN=C([NH2+]C(c2ccccc2)c3ccccc3)O1	0
CO\N=C(/c1ccccn1)\c2sc(nc2Cl)c3cccnc3	0
CS\C(=N/C(C)c1cccs1)\N2CCOC2(C)C	1
CCCNC(=O)N(CC)c1sc(nc1Br)c2cncc(F)c2	0
CCN(C(=O)NCc1cccc(c1)C(F)(F)F)c2cn(nc2Cl)c3cccnc3	0
CC(C#N)N(C)C(=O)c1sc(nc1Cl)c2cccnc2	1
CCN(C(=O)CCC1CN(C)C1=O)c2cn(nc2Cl)c3cccnc3	0
Fc1cncc(c1)c2cn3nc(ccc3[nH+]2)C(F)(F)F	1
CCN(CC)C(=O)C1(C)CCN1C(=O)CCc2ccc(Cl)cc2Cl	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=NC(=N)N)C	0
CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)[NH+](C)C)[C@@H](C)C(=O)C3=C[C@H]4[C@@H]5C[C@@H](C[C@H]5C=C[C@H]4[C@@H]3CC(=O)O1)O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6OC	0
CCN(C(=O)CC1CN(CC)C1=O)c2cn(nc2Cl)c3cccnc3	0
CCS(=O)(=O)c1cc(ccc1c2ncc(c3ccc(nc3)C(F)(F)F)n2C)C(F)(F)F	1
Clc1ccc(C(=O)N(CC=C)c2nnc(s2)c3ccncc3)c(Cl)c1	0
CO\N=C/NC(=O)c1ccc(\C=C\C(c2cc(Cl)c(Cl)c(Cl)c2)C(F)(F)F)cc1C(F)(F)F	0
CCN(C(=O)CC1(CCC1)SC)c2sc(nc2Cl)c3cccnc3	0
CN(CCNC(=O)c1ccc(Cl)cc1)C(=O)COc2cccc(C)c2C	0
Fc1ccc(F)c2c(NCCc3ccc(Oc4ccc(cn4)C(F)(F)F)cc3)ncnc12	1
CSC(CC(=O)N(C)c1cn(nc1Cl)c2cccnc2)c3ccc(cc3)C(F)(F)F	0
CCC[NH+]1CN(C)\C(=N/[N+](=O)[O-])\N(Cc2ccc(Cl)nc2)C1	1
Cc1cc(C)c(s1)c2nc(nn2C)c3c(F)cccc3Cl	0
CN(C)c1cccc(\C=N\N=C\c2ccc(C)cc2)[nH+]1	0
CN(C(=O)CCNCC(F)F)c1cn(nc1Cl)c2cccnc2	0
CS\C(=N/C(Cc1cc(C)cc(C)c1)c2cccc(C)c2C)\N3CCOC3(C)C	1
CSCC(C)(C)C(=O)N(C)c1nnc(s1)c2cccnc2	1
CSCCC(=O)N(CC(F)F)c1sc(nc1Cl)c2cccnc2	0
CCN(C(=O)[CH-]S(=O)(=O)C)c1cn(nc1Cl)c2cccnc2	1
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=Nc2nc(cs2)c3ccc(OC(F)(F)F)cc3)C	0
CCN(C(=O)OC(C)(C)C)c1sc(nc1Cl)c2cccnc2	0
CSc1cncc(F)c1C2OCc3cc(ccc23)C(F)(F)F	0
FC(F)(F)c1cccc(c1)N2CCc3nn(cc3C2)c4cccnc4	0
CSCC(C)C(=O)N(C)c1nnc(s1)c2cccnc2	1
C\C(=N\NC(=O)CCC=C)\c1ccccc1	0
[O-][n+]1cccc(c1)n2cc(N(CC#C)C(=O)CCSCC3CC3(F)F)c(Cl)n2	0
CCN(C(=O)NCc1ncc(cc1Cl)C(F)(F)F)c2cn(nc2Cl)c3cccnc3	0
COc1ccc(CO\N=C\C2CC2C(=O)Nc3ccc(F)nc3)cc1F	0
CC#CCN(C(=O)[C-](C)S(=O)C)c1cn(nc1C)c2cccnc2	1
COCCC(=O)N(C)c1nnc(s1)c2cccnc2	0
CSC(CC(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3)c4ccccc4	0
CN(C(=O)OC(C)(C)C)c1sc([nH+]c1C)c2cncc(F)c2	0
COc1cccc(n1)c2cn(nn2)c3cccnc3	0
CSCC(C)C(=O)N(C)c1sc([nH+]c1F)c2cncc(F)c2	1
CSCCC(=O)N(C)c1sc([nH+]c1Br)c2cncc(F)c2	0
CSCCC(=O)N(C)c1cnn(c1)c2cccnc2	0
C1C[NH2+]C(=NC1)SC2CCCc3oc(cc23)c4ccccc4	0
Cc1[nH+]c(sc1N(CC=C)C(=O)OC(C)(C)C)c2cccnc2	0
CO\N=C(/N)\N=S(=O)(C)C(C)c1ccc(nc1)C(F)(F)F	0
CCN(C(=O)C(C)CSCCC#N)c1cn(nc1Cl)c2cccnc2	1
CSCCC(=O)N(C)c1c[nH+]c(s1)c2cccnc2	0
OCCNC(=S)NCc1cccc(c1)C(F)(F)F	0
CCOC1(CC1)N(C(=O)OC(C)(C)C)c2sc([nH+]c2C)c3cccnc3	0
CN(C(=O)c1ccns1)c2sc([nH+]c2C)c3cccnc3	0
CCSc1cnccc1C(=O)Nc2ccc(cn2)C(F)(F)F	0
CCCNC(=O)Nc1cn(nc1Cl)c2cncc(F)c2	1
CCN(C(=O)CCSCC=C)c1cn(nc1Cl)c2cccnc2	0
CCN(C(=O)CC1CN(Cc2ccc(nc2)C(F)(F)F)C1=O)c3cn(nc3Cl)c4cccnc4	0
CCN(C(=O)CCSCc1ccc(cc1)C(F)(F)F)c2cn(nc2Cl)c3cccnc3	0
Cc1ccc(NC(=O)C2(C)CCN2C(=O)CCc3ccc(Cl)cc3Cl)cc1	0
CN(C)\N=C(/C)\c1[nH+]c(NC(=O)c2cccnc2)cn1C	0
CC(NC(=O)NCCCl)c1cccs1	1
Cn1c(nc2cc(cnc12)C(F)(F)F)c3ccncc3S(=O)(=O)C	0
FC(F)(F)c1ccnc(c1)N2CCc3nn(cc3C2=O)c4cccnc4	0
Cc1nn(cc1n2ccc(n2)C(F)(F)F)c3cccnc3	1
CCSc1cncc(Cl)c1C2OC(=O)c3cc(OC(F)(F)F)ccc23	0
CNC(=O)\C(=N\OC)\c1ccccc1COc2nc(ccc2F)C(F)(F)F	0
CSc1cncc(F)c1C2OC(O)c3cc(ccc23)C(F)(F)F	0
CC(C)c1noc(n1)C2CCN(CC2)C(=O)Nc3cccnc3	0
CCN(C(=O)CCSCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	1
CS(=O)(=O)c1cncc(Cl)c1C2OC(=O)c3cc(OC(F)(F)F)ccc23	0
FC(F)(F)c1ccc(CC2CCCS2(=O)=NC#N)cn1	0
CN(C(=O)C1CC1(F)F)c2cn(nc2C)c3cncc(F)c3	1
CCN(C(=O)CCS(=O)CC1CC1(F)F)c2cn(nc2C)c3ccc[n+]([O-])c3	0
CO\N=C\NC(=O)c1ccc(cc1C)C2=NOC(C2)(c3cc(Cl)cc(Cl)c3)C(F)(F)F	0
Fc1ccc(N(CC#C)C(=O)c2cc(NC(=O)[C@H]3[C@H](c4ccc(F)c(Cl)c4)C3(Cl)Cl)ccc2Cl)c(F)c1	0
FC(=CCCOC(=O)c1ccc(Oc2ccccc2)cc1)F	0
CC(Cc1ccc(cc1)c2ncn(n2)c3ccc(OC(F)(F)F)cc3)NC(=O)\N=C\4/SCC(=O)N4c5cc(C)ccc5C(=C)C	0
CN(C(=O)CCSCC(F)(F)F)c1nnc(s1)c2cccnc2	1
FC(F)(F)c1cc(ncn1)N2CCc3nn(cc3C2=O)c4cccnc4	0
FC(F)Sc1ccc(NC(=O)Cc2cccc(F)c2)cc1	0
CC(OC(C)C(F)(F)F)N(C)c1sc([nH+]c1C)c2cccnc2	0
CN(CCc1cccc(C)c1)Cc2cccc(C)c2	0
CSCC(C)(C)C(=O)Nc1nonc1c2nnc(s2)N(C)C(=O)C(C)(C)CSC	0
S=C(N\N=C\c1cccnc1)[NH2+]c2ccccc2	0
CNc1nc(cs1)c2cccnc2	0
CN(C)[N-]C(=O)c1[nH+]c(NC(=O)c2cccnc2)cn1C	0
CSC1CC1C(=O)N(C)c2cn(nc2C)c3cccnc3	1
